account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
122.0,4.0,0.0,134.0,26.71,157.1,122.0,15.72,184.9,5.0,2.3,8.5,59.0,8.87,197.2,No,No,547.0,Yes,547.7,320.0,53.599999999999994,1.7115625,No
135.0,0.0,0.0,130.0,26.25,154.4,90.0,17.32,203.8,3.0,3.19,11.8,59.0,7.14,158.7,No,No,547.0,No,528.7,282.0,53.9,1.8748226950354612,No
113.0,2.0,23.0,101.0,34.85,205.0,60.0,12.92,152.0,5.0,2.75,10.2,59.0,7.14,158.6,Yes,No,452.0,No,525.8000000000001,225.0,57.660000000000004,2.3368888888888892,Yes
102.0,0.0,0.0,87.0,24.55,144.4,128.0,22.65,266.5,7.0,1.92,7.1,59.0,9.79,217.6,No,No,452.0,No,635.6,281.0,58.910000000000004,2.2619217081850533,No
110.0,2.0,0.0,105.0,41.0,241.2,85.0,14.82,174.3,4.0,2.3,8.5,59.0,11.04,245.3,No,No,452.0,No,669.3,253.0,69.16,2.645454545454545,No
122.0,0.0,0.0,125.0,41.25,247.9,98.0,20.67,251.2,2.0,2.97,11.0,59.0,8.21,180.4,No,Yes,452.0,Yes,690.5,284.0,73.1,2.431338028169014,Yes
50.0,2.0,0.0,113.0,16.93,99.6,102.0,27.24,320.7,5.0,3.7,13.7,59.0,7.25,163.2,No,Yes,452.0,Yes,597.2,279.0,55.120000000000005,2.1405017921146956,Yes
105.0,0.0,0.0,98.0,46.05,270.9,110.0,19.23,226.2,5.0,2.38,8.8,60.0,8.05,178.8,No,No,445.0,Yes,684.6999999999999,273.0,75.71,2.508058608058608,No
90.0,1.0,0.0,83.0,32.93,193.7,79.0,13.11,154.2,3.0,3.43,12.7,60.0,13.46,299.0,No,No,452.0,No,659.6,225.0,62.93,2.9315555555555557,No
73.0,0.0,0.0,80.0,43.3,254.7,79.0,7.67,90.2,8.0,2.86,10.6,60.0,6.9,153.4,No,No,547.0,No,508.9,227.0,60.73,2.241850220264317,No
123.0,3.0,0.0,115.0,35.17,206.9,86.0,19.07,224.4,2.0,2.24,8.3,60.0,8.88,197.4,No,No,445.0,No,637.0,263.0,65.36,2.4220532319391634,No
164.0,1.0,25.0,88.0,37.25,219.1,99.0,12.88,151.5,6.0,3.86,14.3,60.0,8.683333333333334,192.9,Yes,No,445.0,No,577.8,253.0,62.67333333333333,2.2837944664031617,Yes
142.0,0.0,25.0,109.0,32.49,191.1,120.0,12.72,149.6,3.0,2.65,9.8,60.0,10.25,227.8,Yes,Yes,445.0,No,578.3,292.0,58.11,1.9804794520547944,Yes
69.0,3.0,0.0,70.0,38.79,228.2,80.0,22.41,263.7,5.0,2.89,10.7,60.0,6.42,142.6,No,No,452.0,No,645.2,215.0,70.51,3.0009302325581397,No
134.0,0.0,0.0,95.0,24.09,141.7,101.0,17.48,205.6,6.0,2.38,8.8,60.0,9.83,218.5,No,No,452.0,No,574.5999999999999,262.0,53.78,2.1931297709923663,No
82.0,4.0,0.0,96.0,34.05,200.3,102.0,17.1,201.2,1.0,1.92,7.1,60.0,9.27,206.1,No,No,445.0,No,614.7,259.0,62.34,2.3733590733590737,No
126.0,1.0,0.0,70.0,35.97,211.6,80.0,18.44,216.9,1.0,2.11,7.8,60.0,6.91,153.5,No,No,445.0,No,589.8,211.0,63.42999999999999,2.7952606635071087,No
137.0,3.0,0.0,130.0,19.55,115.0,83.0,11.71,137.8,4.0,1.97,7.3,61.0,10.08,224.0,No,No,452.0,No,484.1,278.0,43.31,1.7413669064748203,No
151.0,1.0,0.0,88.0,22.87,134.5,112.0,12.16,143.1,1.0,4.16,15.4,61.0,10.08,223.9,No,No,445.0,No,516.9,262.0,49.269999999999996,1.9729007633587785,No
71.0,1.0,0.0,112.0,35.19,207.0,96.0,14.77,173.8,3.0,3.27,12.1,61.0,8.03,178.4,No,No,452.0,No,571.3000000000001,272.0,61.26,2.1003676470588237,No
94.0,3.0,0.0,104.0,45.76,269.2,144.0,16.47,193.8,2.0,2.4,8.9,61.0,11.59,257.6,No,No,445.0,Yes,729.5,311.0,76.22,2.3456591639871385,No
73.0,1.0,0.0,112.0,33.12,194.8,85.0,14.21,167.2,6.0,2.92,10.8,61.0,4.51,100.3,No,No,445.0,No,473.1,264.0,54.76,1.7920454545454547,No
162.0,0.0,8.333333333333334,97.0,38.23,224.9,84.0,16.0,188.2,2.0,3.27,12.1,61.0,11.46,254.6,Yes,No,547.0,No,679.8000000000001,244.0,68.96,2.7860655737704922,Yes
84.0,2.0,30.0,65.0,18.11,106.5,108.0,19.18,225.7,3.0,1.54,5.7,61.0,8.49,188.6,Yes,No,445.0,No,526.5,237.0,47.32,2.221518987341772,Yes
151.0,2.0,0.0,128.0,20.21,118.9,65.0,23.66,278.3,10.0,3.56,13.2,61.0,8.77,194.8,No,No,452.0,No,605.2,264.0,56.2,2.2924242424242425,No
143.0,1.0,0.0,101.0,26.44,155.5,89.0,18.14,213.4,11.0,2.05,7.6,61.0,10.71,237.9,No,No,445.0,No,614.4,262.0,57.339999999999996,2.3450381679389314,No
95.0,2.0,0.0,120.0,45.73,269.0,120.0,19.86,233.7,4.0,1.97,7.3,61.0,8.07,179.3,No,No,452.0,Yes,689.3,305.0,75.63,2.26,No
101.0,1.0,0.0,89.0,20.16,118.6,97.0,16.97,199.6,5.0,3.11,11.5,61.0,8.293333333333335,187.86666666666667,No,No,452.0,No,517.5666666666666,252.0,48.53333333333333,2.053835978835979,No
125.0,2.0,0.0,108.0,19.21,113.0,107.0,14.38,169.2,5.0,2.48,9.2,61.0,7.05,156.6,No,No,445.0,Yes,447.99999999999994,281.0,43.12,1.5943060498220638,No
106.0,2.0,0.0,142.0,20.26,119.2,139.0,19.41,228.4,9.0,2.27,8.4,61.0,8.91,197.9,No,No,452.0,No,553.9,351.0,50.85,1.578062678062678,No
100.0,0.0,38.0,121.0,38.2,224.7,131.0,24.99,294.0,6.0,2.65,9.8,61.0,13.05,290.0,Yes,No,547.0,No,818.5,319.0,78.89,2.5658307210031346,Yes
97.0,4.0,0.0,95.0,22.54,125.8,103.0,14.43,159.8,3.0,3.21,11.9,61.0,8.73,199.1,No,No,547.0,Yes,496.6,262.0,48.910000000000004,1.8954198473282444,No
152.0,1.0,0.0,53.0,52.03,323.8,100.0,14.0,155.9,8.0,2.81,10.4,61.0,5.55,111.4,No,No,452.0,Yes,601.5,222.0,74.39,2.7094594594594597,No
80.0,1.0,0.0,100.0,21.13,124.3,107.0,14.71,173.0,9.0,2.13,7.9,62.0,11.39,253.2,No,No,452.0,No,558.4,278.0,49.36000000000001,2.0086330935251797,No
148.0,2.0,0.0,138.0,25.19,148.2,123.0,13.57,159.6,3.0,2.32,8.6,62.0,8.88,197.4,No,Yes,547.0,No,513.8,326.0,49.96000000000001,1.5760736196319016,Yes
106.0,1.0,0.0,120.0,46.65,274.4,82.0,16.88,198.6,3.0,1.62,6.0,62.0,7.24,160.8,No,No,547.0,No,639.8,267.0,72.39,2.3962546816479398,No
44.0,0.0,34.0,105.0,37.71,221.8,85.0,13.74,161.7,3.6666666666666665,3.78,14.0,62.0,10.25,227.7,Yes,No,452.0,No,625.2,255.66666666666666,65.48,2.4453715775749676,Yes
160.0,3.0,0.0,113.0,16.58,97.5,69.0,22.79,268.1,4.0,3.56,13.2,62.0,11.49,255.3,No,No,452.0,No,634.1000000000001,248.0,54.42,2.556854838709678,No
124.0,2.0,0.0,101.0,25.55,150.3,112.0,21.75,255.9,4.0,3.38,12.5,62.0,6.15,136.7,No,No,452.0,No,555.4000000000001,279.0,56.83,1.9906810035842297,No
148.0,1.0,0.0,111.0,37.18,218.7,133.0,13.23,155.6,5.0,2.21,8.2,62.0,12.48,277.4,No,Yes,452.0,No,659.9,311.0,65.1,2.121864951768489,Yes
60.0,2.0,31.0,75.0,32.61,191.8,135.0,22.76,267.8,3.0,3.46,12.8,62.0,9.02,200.5,Yes,No,547.0,No,672.9,275.0,67.85,2.4469090909090907,Yes
50.0,2.0,0.0,108.0,16.93,99.6,102.0,26.24,308.7,6.0,3.7,13.7,62.0,7.25,161.2,No,Yes,452.0,Yes,583.2,278.0,54.120000000000005,2.097841726618705,Yes
167.0,4.0,0.0,130.0,30.76,158.2,111.0,14.73,162.3,3.0,3.35,12.4,62.0,9.74,219.5,No,No,452.0,Yes,552.4,306.0,58.580000000000005,1.8052287581699347,No
173.0,0.0,0.0,78.0,29.33,172.5,91.0,12.12,142.6,2.0,2.94,10.9,63.0,4.59,102.0,No,No,547.0,No,428.0,234.0,48.97999999999999,1.829059829059829,No
139.0,1.0,0.0,103.0,23.48,138.1,100.0,13.98,164.5,2.0,2.24,8.3,63.0,6.07,134.9,No,No,452.0,No,445.8,268.0,45.77,1.6634328358208956,No
118.0,3.0,36.0,106.0,50.13,294.9,115.0,14.08,165.7,5.0,2.65,9.8,63.0,8.51,189.2,Yes,No,452.0,No,659.5999999999999,289.0,75.37000000000002,2.2823529411764705,Yes
93.0,3.0,0.0,120.0,45.22,266.0,84.0,11.06,130.1,6.0,3.54,13.1,63.0,7.46,165.8,No,No,452.0,No,575.0000000000001,273.0,67.28,2.1062271062271067,No
104.0,0.0,0.0,77.0,22.19,130.5,117.0,11.15,131.2,6.0,3.51,13.0,63.0,11.91,264.7,No,No,452.0,No,539.4,263.0,48.76,2.0509505703422053,No
91.0,0.0,0.0,128.0,32.39,190.5,103.0,17.47,205.5,5.0,3.73,13.8,63.0,5.88,130.7,No,No,452.0,No,540.5,299.0,59.47,1.8076923076923077,No
127.0,2.0,19.0,115.0,22.05,129.7,101.0,13.67,160.8,3.0,3.29,12.2,63.0,11.93,265.0,Yes,No,547.0,No,567.7,282.0,50.94,2.0131205673758865,Yes
75.0,4.0,0.0,61.0,35.92,211.3,119.0,8.98,105.6,4.0,2.62,9.7,63.0,7.92,175.9,No,Yes,445.0,Yes,502.49999999999994,247.0,55.440000000000005,2.0344129554655868,Yes
97.0,4.0,0.0,96.0,20.54,120.8,101.0,14.43,169.8,3.0,3.21,11.9,63.0,8.73,194.1,No,No,547.0,Yes,496.6,263.0,46.910000000000004,1.8882129277566542,No
152.0,1.0,0.0,60.0,54.03,317.8,100.0,13.0,152.9,7.0,2.81,10.4,63.0,5.55,123.4,No,No,452.0,Yes,604.5,230.0,75.39,2.628260869565217,No
80.0,2.0,0.0,67.0,21.73,127.8,112.0,15.44,181.6,2.0,4.29,15.9,63.0,8.88,197.3,No,No,452.0,No,522.6,244.0,50.34,2.1418032786885246,No
138.0,0.0,0.0,96.0,35.0,205.9,94.0,21.85,257.1,8.0,3.27,12.1,63.0,9.4,209.0,No,No,547.0,No,684.1,261.0,69.52,2.621072796934866,No
107.0,2.0,27.0,104.0,48.18,283.4,152.0,19.05,224.1,7.0,3.89,14.4,63.0,10.86,241.3,Yes,No,547.0,No,763.1999999999999,326.0,81.98,2.3411042944785274,Yes
129.0,4.0,0.0,127.0,31.62,186.0,96.0,22.3,262.3,6.0,3.11,11.5,63.0,4.45,98.9,No,No,445.0,No,558.7,292.0,61.480000000000004,1.9133561643835617,No
77.0,5.0,0.0,82.0,12.61,62.4,123.0,15.44,155.9,6.0,1.54,5.7,63.0,9.43,217.6,No,No,445.0,Yes,441.59999999999997,274.0,39.019999999999996,1.6116788321167883,No
177.0,3.0,0.0,86.0,47.24,271.1,84.0,18.14,234.2,7.0,2.4,8.9,63.0,10.11,233.7,No,No,452.0,Yes,747.9,240.0,77.89,3.11625,No
77.0,5.0,0.0,89.0,10.61,62.4,121.0,14.44,169.9,6.0,1.54,5.7,64.0,9.43,209.6,No,No,445.0,Yes,447.59999999999997,280.0,36.019999999999996,1.5985714285714285,No
119.0,0.0,0.0,100.0,50.01,294.2,53.0,19.76,232.5,1.0,2.43,9.0,64.0,8.78,195.0,No,No,445.0,Yes,730.7,218.0,80.98,3.351834862385321,No
171.0,1.0,17.0,94.0,31.77,186.9,138.0,20.4,240.0,3.0,1.57,5.8,64.0,9.04,200.9,Yes,No,547.0,No,633.5999999999999,299.0,62.78,2.1190635451505013,Yes
97.0,1.0,28.0,97.0,34.39,202.3,84.0,5.88,69.2,3.0,1.81,6.7,64.0,11.59,257.6,Yes,No,452.0,No,535.8000000000001,248.0,53.67,2.160483870967742,Yes
139.0,4.0,0.0,119.0,30.87,181.6,118.0,28.53,335.7,6.0,2.24,8.3,64.0,6.74,149.8,No,No,452.0,No,675.3999999999999,307.0,68.38,2.1999999999999997,No
137.0,3.0,0.0,79.0,18.79,110.5,111.0,18.97,223.2,3.0,2.84,10.5,64.0,7.63,169.5,No,No,547.0,No,513.7,257.0,48.230000000000004,1.998832684824903,No
205.0,2.0,24.0,139.0,29.89,175.8,98.0,13.18,155.0,5.0,2.11,7.8,64.0,8.13,180.7,Yes,No,547.0,No,519.3,306.0,53.31,1.6970588235294115,Yes
40.0,6.0,0.0,123.0,13.89,81.7,108.0,17.87,210.2,3.0,3.05,11.3,64.0,9.54,212.0,No,No,547.0,Yes,515.1999999999999,298.0,44.349999999999994,1.7288590604026843,No
110.0,3.0,0.0,127.0,31.96,188.0,118.0,7.69,90.5,3.0,4.13,15.3,64.0,6.76,150.3,No,No,547.0,No,444.1,312.0,50.54,1.423397435897436,No
116.0,3.0,0.0,126.0,23.36,137.4,94.0,10.2,120.0,2.0,3.35,12.4,64.0,5.86,130.3,No,No,547.0,No,400.09999999999997,286.0,42.77,1.3989510489510488,No
130.0,0.0,0.0,101.0,42.84,252.0,105.0,14.47,170.2,5.0,1.54,5.7,64.0,9.41,209.2,No,No,445.0,No,637.1,275.0,68.26,2.316727272727273,No
16.0,0.0,0.0,69.0,34.95,205.6,93.0,14.41,169.5,3.0,2.94,10.9,64.0,9.9,220.1,No,No,547.0,No,606.1,229.0,62.199999999999996,2.6467248908296943,No
167.0,4.0,0.0,124.0,28.76,169.2,108.0,14.73,173.3,4.0,3.35,12.4,64.0,9.74,216.5,No,No,452.0,Yes,571.4,300.0,56.580000000000005,1.9046666666666665,No
32.0,1.0,0.0,82.0,29.1,171.2,102.0,15.78,185.6,7.0,2.75,10.2,64.0,9.409999999999998,203.3,No,No,445.0,No,570.3,255.0,57.04,2.236470588235294,No
53.0,1.0,27.0,119.0,4.4,66.10000000000001,96.0,17.55,206.5,7.0,1.76,6.5,64.0,10.26,228.1,Yes,No,452.0,No,507.20000000000005,286.0,33.97,1.7734265734265735,Yes
40.0,6.0,0.0,130.0,15.89,74.7,104.0,16.87,218.2,2.0,3.05,11.3,64.0,9.54,217.0,No,No,547.0,Yes,521.1999999999999,300.0,45.35,1.7373333333333332,No
95.0,2.0,0.0,116.0,43.73,263.0,121.0,20.86,247.7,3.0,1.97,7.3,64.0,8.07,178.3,No,No,452.0,Yes,696.3,304.0,74.63,2.290460526315789,No
125.0,2.0,0.0,114.0,19.21,112.0,112.0,14.38,179.2,6.0,2.48,9.2,64.0,7.05,165.6,No,No,445.0,Yes,465.99999999999994,296.0,43.12,1.5743243243243241,No
115.0,3.0,0.0,115.0,45.56,268.0,106.0,13.06,153.6,1.0,4.59,17.0,65.0,10.45,232.3,No,No,445.0,No,670.9000000000001,287.0,73.66000000000001,2.3376306620209064,No
108.0,1.0,0.0,78.0,36.65,215.6,119.0,16.6,195.3,5.0,0.97,3.6,65.0,8.75,194.4,No,No,452.0,No,608.9,267.0,62.97,2.2805243445692884,No
105.0,3.0,0.0,106.0,25.5,150.0,123.0,24.97,293.8,7.0,2.78,10.3,65.0,11.28,250.7,No,Yes,452.0,No,704.8,301.0,64.53,2.3415282392026575,Yes
106.0,0.0,0.0,94.0,27.13,159.6,118.0,23.53,276.8,3.0,2.38,8.8,65.0,10.06,223.5,No,No,547.0,No,668.6999999999999,280.0,63.1,2.3882142857142856,No
31.0,1.0,0.0,84.0,28.12,165.4,107.0,17.31,203.7,1.0,2.21,8.2,65.0,9.08,201.7,No,No,547.0,No,579.0,257.0,56.72,2.252918287937743,No
70.0,3.0,0.0,105.0,25.01,147.1,135.0,17.0,200.0,9.0,3.38,12.5,65.0,10.57,234.9,No,No,547.0,No,594.5,314.0,55.96000000000001,1.893312101910828,No
